법정동,행정기관코드,법정동코드
두곡리,4163032000,4163032025
경신리,4163032000,4163032026
상수리,4163032000,4163032027
입암리,4163032000,4163032028
한산리,4163032000,4163032029
황방리,4163032000,4163032030
광적면,4163033000,4163033000
가납리,4163033000,4163033021
광석리,4163033000,4163033022
우고리,4163033000,4163033023
비암리,4163033000,4163033024
효촌리,4163033000,4163033025
덕도리,4163033000,4163033026
석우리,4163033000,4163033027
장흥면,4163034000,4163034000
교현리,4163034000,4163034021
울대리,4163034000,4163034022
부곡리,4163034000,4163034023
석현리,4163034000,4163034024
일영리,4163034000,4163034025
삼상리,4163034000,4163034026
삼하리,4163034000,4163034027
유양동,4163051000,4163010100
어둔동,4163051000,4163010200
남방동,4163051000,4163010300
마전동,4163051000,4163010400
산북동,4163051000,4163010500
광사동,4163052000,4163010600
만송동,4163052000,4163010700
삼숭동,4163052000,4163010800
고읍동,4163052000,4163010900
덕정동,4163053000,4163011000
봉양동,4163053000,4163011100
덕계동,4163054000,4163011600
회정동,4163054000,4163011700
덕정동,4163055000,4163011000
고암동,4163055000,4163011500
회암동,4163056000,4163011200
율정동,4163056000,4163011300
옥정동,4163056000,4163011400
포천시,4165000000,4165000000
소흘읍,4165025000,4165025000
송우리,4165025000,4165025021
이동교리,4165025000,4165025022
무림리,4165025000,4165025023
이곡리,4165025000,4165025024
직동리,4165025000,4165025025
고모리,4165025000,4165025026
이가팔리,4165025000,4165025027
초가팔리,4165025000,4165025028
무봉리,4165025000,4165025029
군내면,4165031000,4165031000
구읍리,4165031000,4165031021
용정리,4165031000,4165031022
유교리,4165031000,4165031023
좌의리,4165031000,4165031024
명산리,4165031000,4165031025
직두리,4165031000,4165031026
상성북리,4165031000,4165031027
하성북리,4165031000,4165031028
내촌면,4165032000,4165032000
진목리,4165032000,4165032021
마명리,4165032000,4165032022
음현리,4165032000,4165032023
내리,4165032000,4165032024
소학리,4165032000,4165032025
신팔리,4165032000,4165032026
가산면,4165033000,4165033000
마산리,4165033000,4165033021
감암리,4165033000,4165033022
방축리,4165033000,4165033023
가산리,4165033000,4165033024
정교리,4165033000,4165033025
금현리,4165033000,4165033026
우금리,4165033000,4165033027
마전리,4165033000,4165033028
신북면,4165034000,4165034000
가채리,4165034000,4165034021
기지리,4165034000,4165034022
신평리,4165034000,4165034023
만세교리,4165034000,4165034024
심곡리,4165034000,4165034025
계류리,4165034000,4165034026
고일리,4165034000,4165034027
삼성당리,4165034000,4165034028
삼정리,4165034000,4165034029
갈월리,4165034000,4165034030
금동리,4165034000,4165034031
덕둔리,4165034000,4165034032
창수면,4165035000,4165035000
추동리,4165035000,4165035021
주원리,4165035000,4165035022
가양리,4165035000,4165035023
오가리,4165035000,4165035024
고소성리,4165035000,4165035025
운산리,4165035000,4165035026
신흥리,4165035000,4165035027
영중면,4165036000,4165036000
양문리,4165036000,4165036021
금주리,4165036000,4165036022
거사리,4165036000,4165036023
성동리,4165036000,4165036024
영평리,4165036000,4165036025
영송리,4165036000,4165036026
일동면,4165037000,4165037000
길명리,4165037000,4165037021
유동리,4165037000,4165037022
기산리,4165037000,4165037023
화대리,4165037000,4165037024
사직리,4165037000,4165037025
수입리,4165037000,4165037026
이동면,4165038000,4165038000
장암리,4165038000,4165038021
도평리,4165038000,4165038022
연곡리,4165038000,4165038023
노곡리,4165038000,4165038024
영북면,4165039000,4165039000
운천리,4165039000,4165039021
자일리,4165039000,4165039022
산정리,4165039000,4165039023
야미리,4165039000,4165039024
문암리,4165039000,4165039025
대회산리,4165039000,4165039026
소회산리,4165039000,4165039027
관인면,4165040000,4165040000
중리,4165040000,4165040021
삼율리,4165040000,4165040022
초과리,4165040000,4165040023
탄동리,4165040000,4165040024
냉정리,4165040000,4165040025
사정리,4165040000,4165040026
화현면,4165041000,4165041000
화현리,4165041000,4165041021
명덕리,4165041000,4165041022
지현리,4165041000,4165041023
신읍동,4165051000,4165010100
어룡동,4165051000,4165010200
자작동,4165052000,4165010300
선단동,4165052000,4165010400
설운동,4165052000,4165010500
동교동,4165052000,4165010600
여주시,4167000000,4167000000
가남읍,4167025000,4167025000
태평리,4167025000,4167025021
상활리,4167025000,4167025022
신해리,4167025000,4167025023
대신리,4167025000,4167025024
은봉리,4167025000,4167025025
건장리,4167025000,4167025026
심석리,4167025000,4167025027
삼군리,4167025000,4167025028
오산리,4167025000,4167025029
정단리,4167025000,4167025030
화평리,4167025000,4167025031
본두리,4167025000,4167025032
하귀리,4167025000,4167025033
안금리,4167025000,4167025034
양귀리,4167025000,4167025035
연대리,4167025000,4167025036
금당리,4167025000,4167025037
금곡리,4167025000,4167025038
송림리,4167025000,4167025039
삼승리,4167025000,4167025040
점동면,4167031000,4167031000
청안리,4167031000,4167031021
부구리,4167031000,4167031022
덕평리,4167031000,4167031023
원부리,4167031000,4167031024
관한리,4167031000,4167031025
뇌곡리,4167031000,4167031026
성신리,4167031000,4167031027
당진리,4167031000,4167031028
현수리,4167031000,4167031029
사곡리,4167031000,4167031030
장안리,4167031000,4167031031
삼합리,4167031000,4167031032
도리,4167031000,4167031033
흔암리,4167031000,4167031034
처리,4167031000,4167031035
흥천면,4167032000,4167032000
복대리,4167032000,4167032021
계신리,4167032000,4167032022
문장리,4167032000,4167032023
내사리,4167032000,4167032024
외사리,4167032000,4167032025
상대리,4167032000,4167032026
다대리,4167032000,4167032027
하다리,4167032000,4167032028
상백리,4167032000,4167032029
귀백리,4167032000,4167032030
율극리,4167032000,4167032031
효지리,4167032000,4167032032
대당리,4167032000,4167032033
신근리,4167032000,4167032034
금사면,4167033000,4167033000
이포리,4167033000,4167033021
궁리,4167033000,4167033022
도곡리,4167033000,4167033023
장흥리,4167033000,4167033024
주록리,4167033000,4167033025
전북리,4167033000,4167033026
소유리,4167033000,4167033027
상호리,4167033000,4167033028
하호리,4167033000,4167033029
금사리,4167033000,4167033030
외평리,4167033000,4167033031
세종대왕면,4167034500,4167034500
번도리,4167034500,4167034521
구양리,4167034500,4167034522
왕대리,4167034500,4167034523
백석리,4167034500,4167034524
내양리,4167034500,4167034525
용은리,4167034500,4167034526
매화리,4167034500,4167034527
양거리,4167034500,4167034528
마래리,4167034500,4167034529
광대리,4167034500,4167034530
오계리,4167034500,4167034531
매류리,4167034500,4167034532
신지리,4167034500,4167034533
대신면,4167035000,4167035000
후포리,4167035000,4167035021
당산리,4167035000,4167035022
가산리,4167035000,4167035023
천남리,4167035000,4167035024
하림리,4167035000,4167035025
상구리,4167035000,4167035026
장풍리,4167035000,4167035027
옥촌리,4167035000,4167035028
윤촌리,4167035000,4167035029
무촌리,4167035000,4167035030
도롱리,4167035000,4167035031
계림리,4167035000,4167035032
송촌리,4167035000,4167035033
천서리,4167035000,4167035034
당남리,4167035000,4167035035
보통리,4167035000,4167035036
율촌리,4167035000,4167035037
초현리,4167035000,4167035038
양촌리,4167035000,4167035039
북내면,4167036000,4167036000
당우리,4167036000,4167036021
신남리,4167036000,4167036022
외룡리,4167036000,4167036023
내룡리,4167036000,4167036024
상교리,4167036000,4167036025
주암리,4167036000,4167036026
서원리,4167036000,4167036027
석우리,4167036000,4167036028
덕산리,4167036000,4167036029
장암리,4167036000,4167036030
중암리,4167036000,4167036031
운촌리,4167036000,4167036032
신접리,4167036000,4167036033
지내리,4167036000,4167036034
가정리,4167036000,4167036035
강천면,4167037000,4167037000
간매리,4167037000,4167037021
걸은리,4167037000,4167037022
이호리,4167037000,4167037023
가야리,4167037000,4167037024
적금리,4167037000,4167037025
굴암리,4167037000,4167037026
강천리,4167037000,4167037027
부평리,4167037000,4167037028
도전리,4167037000,4167037029
산북면,4167038000,4167038000
상품리,4167038000,4167038021
송현리,4167038000,4167038022
후리,4167038000,4167038023
명품리,4167038000,4167038024
주어리,4167038000,4167038025
백자리,4167038000,4167038026
용담리,4167038000,4167038027
상동,4167051000,4167010100
홍문동,4167051000,4167010200
우만동,4167051000,4167010400
단현동,4167051000,4167010500
신진동,4167051000,4167010600
상거동,4167051000,4167011200
하거동,4167051000,4167011300
삼교동,4167051000,4167011400
점봉동,4167051000,4167011500
능현동,4167051000,4167011600
멱곡동,4167051000,4167011700
연양동,4167051000,4167011800
매룡동,4167051000,4167011900
창동,4167052000,4167010300
하동,4167052000,4167010700
교동,4167052000,4167010800
월송동,4167052000,4167010900
가업동,4167052000,4167011000
연라동,4167052000,4167011100
천송동,4167053000,4167012000
오학동,4167053000,4167012100
현암동,4167053000,4167012200
오금동,4167053000,4167012300
연천군,4180000000,4180000000
연천읍,4180025000,4180025000
차탄리,4180025000,4180025021
현가리,4180025000,4180025022
상리,4180025000,4180025023
와초리,4180025000,4180025024
옥산리,4180025000,4180025025
읍내리,4180025000,4180025026
동막리,4180025000,4180025027
통현리,4180025000,4180025028
고문리,4180025000,4180025029
부곡리,4180025000,4180025030
전곡읍,4180025300,4180025300
전곡리,4180025300,4180025321
은대리,4180025300,4180025322
신답리,4180025300,4180025323
고능리,4180025300,4180025324
마포리,4180025300,4180025325
양원리,4180025300,4180025326
간파리,4180025300,4180025327
늘목리,4180025300,4180025328
군남면,4180031000,4180031000
진상리,4180031000,4180031021
옥계리,4180031000,4180031022
삼거리,4180031000,4180031023
왕림리,4180031000,4180031024
선곡리,4180031000,4180031025
황지리,4180031000,4180031026
남계리,4180031000,4180031027
청산면,4180032000,4180032000
초성리,4180032000,4180032021
대전리,4180032000,4180032022
장탄리,4180032000,4180032023
궁평리,4180032000,4180032024
백의리,4180032000,4180032025
백학면,4180033000,4180033000
두일리,4180033000,4180033021
백령리,4180033000,4180033022
통구리,4180033000,4180033023
전동리,4180033000,4180033024
노곡리,4180033000,4180033025
학곡리,4180033000,4180033026
구미리,4180033000,4180033027
두현리,4180033000,4180033028
갈현리,4180033000,4180033029
포춘리,4180033000,4180033030
항동리,4180033000,4180033031
석주원리,4180033000,4180033033
상리,4180033000,4180033034
중리,4180033000,4180033035
하리,4180033000,4180033036
오음리,4180033000,4180033037
사시리,4180033000,4180033038
매현리,4180033000,4180033039
고읍리,4180033000,4180033040
두매리,4180033000,4180033041
석장리,4180033000,4180033046
미산면,4180034000,4180034000
동이리,4180034000,4180034021
아미리,4180034000,4180034022
백석리,4180034000,4180034023
유촌리,4180034000,4180034024
광동리,4180034000,4180034025
마전리,4180034000,4180034026
우정리,4180034000,4180034027
삼화리,4180034000,4180034028
왕징면,4180035000,4180035000
무등리,4180035000,4180035021
노동리,4180035000,4180035022
북삼리,4180035000,4180035023
강내리,4180035000,4180035024
강서리,4180035000,4180035025
동중리,4180035000,4180035026
고왕리,4180035000,4180035027
고잔상리,4180035000,4180035028
고잔하리,4180035000,4180035029
기곡리,4180035000,4180035030
작동리,4180035000,4180035031
임강리,4180035000,4180035032
오탄리,4180035000,4180035033
귀존리,4180035000,4180035034
고장리,4180035000,4180035035
장학리,4180035000,4180035036
가천리,4180035000,4180035037
냉정리,4180035000,4180035038
신서면,4180036000,4180036000
대광리,4180036000,4180036021
도신리,4180036000,4180036022
내산리,4180036000,4180036023
마전리,4180036000,4180036024
답곡리,4180036000,4180036025
승양리,4180036000,4180036026
도밀리,4180036000,4180036027
갈현리,4180036000,4180036028
덕산리,4180036000,4180036029
신현리,4180036000,4180036030
중면,4180037000,4180037000
삼곶리,4180037000,4180037021
횡산리,4180037000,4180037022
중사리,4180037000,4180037023
적거리,4180037000,4180037024
마거리,4180037000,4180037025
합수리,4180037000,4180037026
적음리,4180037000,4180037027
진곡리,4180037000,4180037028
어적산리,4180037000,4180037029
적동산리,4180037000,4180037030
도연리,4180037000,4180037031
장남면,4180038000,4180038000
원당리,4180038000,4180038021
자작리,4180038000,4180038022
판부리,4180038000,4180038023
반정리,4180038000,4180038024
고랑포리,4180038000,4180038025
가평군,4182000000,4182000000
가평읍,4182025000,4182025000
읍내리,4182025000,4182025021
대곡리,4182025000,4182025022
달전리,4182025000,4182025023
하색리,4182025000,4182025024
상색리,4182025000,4182025025
두밀리,4182025000,4182025026
경반리,4182025000,4182025027
승안리,4182025000,4182025028
마장리,4182025000,4182025029
개곡리,4182025000,4182025030
이화리,4182025000,4182025031
산유리,4182025000,4182025032
복장리,4182025000,4182025033
금대리,4182025000,4182025034
설악면,4182031000,4182031000
신천리,4182031000,4182031021
선촌리,4182031000,4182031022
회곡리,4182031000,4182031023
사룡리,4182031000,4182031024
송산리,4182031000,4182031025
미사리,4182031000,4182031026
위곡리,4182031000,4182031027
창의리,4182031000,4182031028
엄소리,4182031000,4182031029
설곡리,4182031000,4182031030
묵안리,4182031000,4182031031
가일리,4182031000,4182031032
방일리,4182031000,4182031033
천안리,4182031000,4182031034
이천리,4182031000,4182031035
청평면,4182032500,4182032500
청평리,4182032500,4182032521
상천리,4182032500,4182032522
하천리,4182032500,4182032523
대성리,4182032500,4182032524
호명리,4182032500,4182032525
고성리,4182032500,4182032526
삼회리,4182032500,4182032527
상면,4182033000,4182033000
연하리,4182033000,4182033021
항사리,4182033000,4182033022
행현리,4182033000,4182033023
임초리,4182033000,4182033024
덕현리,4182033000,4182033025
태봉리,4182033000,4182033026
상동리,4182033000,4182033027
율길리,4182033000,4182033028
봉수리,4182033000,4182033029
원흥리,4182033000,4182033030
조종면,4182034500,4182034500
현리,4182034500,4182034521
신상리,4182034500,4182034522
상판리,4182034500,4182034524
신하리,4182034500,4182034525
마일리,4182034500,4182034526
대보리,4182034500,4182034527
운악리,4182034500,4182034528
북면,4182035000,4182035000
목동리,4182035000,4182035021
소법리,4182035000,4182035022
화악리,4182035000,4182035023
도대리,4182035000,4182035024
적목리,4182035000,4182035025
백둔리,4182035000,4182035026
제령리,4182035000,4182035027
이곡리,4182035000,4182035028
양평군,4183000000,4183000000
양평읍,4183025000,4183025000
양근리,4183025000,4183025021
오빈리,4183025000,4183025022
신애리,4183025000,4183025023
덕평리,4183025000,4183025024
공흥리,4183025000,4183025025
백안리,4183025000,4183025026
도곡리,4183025000,4183025027
대흥리,4183025000,4183025028
봉성리,4183025000,4183025029
원덕리,4183025000,4183025030
회현리,4183025000,4183025031
창대리,4183025000,4183025032
강상면,4183031000,4183031000
병산리,4183031000,4183031021
송학리,4183031000,4183031022
교평리,4183031000,4183031023
신화리,4183031000,4183031024
화양리,4183031000,4183031025
세월리,4183031000,4183031026
대석리,4183031000,4183031027
강하면,4183032000,4183032000
운심리,4183032000,4183032021
왕창리,4183032000,4183032022
동오리,4183032000,4183032023
항금리,4183032000,4183032024
성덕리,4183032000,4183032025
전수리,4183032000,4183032026
양서면,4183033000,4183033000
양수리,4183033000,4183033021
용담리,4183033000,4183033022
부용리,4183033000,4183033023
목왕리,4183033000,4183033024
신원리,4183033000,4183033025
도곡리,4183033000,4183033026
대심리,4183033000,4183033027
국수리,4183033000,4183033028
복포리,4183033000,4183033029
청계리,4183033000,4183033030
증동리,4183033000,4183033031
옥천면,4183034000,4183034000
옥천리,4183034000,4183034021
용천리,4183034000,4183034022
신복리,4183034000,4183034023
아신리,4183034000,4183034024
서종면,4183035000,4183035000
문호리,4183035000,4183035021
도장리,4183035000,4183035022
수능리,4183035000,4183035023
서후리,4183035000,4183035024
정배리,4183035000,4183035025
명달리,4183035000,4183035026
노문리,4183035000,4183035027
수입리,4183035000,4183035028
단월면,4183036000,4183036000
보룡리,4183036000,4183036021
삼가리,4183036000,4183036022
봉상리,4183036000,4183036023
향소리,4183036000,4183036024
덕수리,4183036000,4183036025
부안리,4183036000,4183036026
명성리,4183036000,4183036027
석산리,4183036000,4183036028
산음리,4183036000,4183036029
청운면,4183037000,4183037000
용두리,4183037000,4183037021
여물리,4183037000,4183037022
비룡리,4183037000,4183037023
가현리,4183037000,4183037024
갈운리,4183037000,4183037025
도원리,4183037000,4183037026
신론리,4183037000,4183037027
삼성리,4183037000,4183037028
다대리,4183037000,4183037029
양동면,4183038000,4183038000
쌍학리,4183038000,4183038021
석곡리,4183038000,4183038022
매월리,4183038000,4183038023
고송리,4183038000,4183038024
금왕리,4183038000,4183038025
계정리,4183038000,4183038026
삼산리,4183038000,4183038027
단석리,4183038000,4183038028
지평면,4183039500,4183039500
지평리,4183039500,4183039521
송현리,4183039500,4183039522
월산리,4183039500,4183039523
망미리,4183039500,4183039524
무왕리,4183039500,4183039525
일신리,4183039500,4183039526
대평리,4183039500,4183039527
곡수리,4183039500,4183039528
수곡리,4183039500,4183039529
옥현리,4183039500,4183039530
용문면,4183040000,4183040000
마룡리,4183040000,4183040021
화전리,4183040000,4183040022
삼성리,4183040000,4183040023
다문리,4183040000,4183040024
연수리,4183040000,4183040025
금곡리,4183040000,4183040026
광탄리,4183040000,4183040027
망능리,4183040000,4183040028
중원리,4183040000,4183040029
조현리,4183040000,4183040030
덕촌리,4183040000,4183040031
오촌리,4183040000,4183040032
신점리,4183040000,4183040033
개군면,4183041000,4183041000
하자포리,4183041000,4183041021
구미리,4183041000,4183041022
앙덕리,4183041000,4183041023
석장리,4183041000,4183041024
공세리,4183041000,4183041025
불곡리,4183041000,4183041026
부리,4183041000,4183041027
자연리,4183041000,4183041028
내리,4183041000,4183041029
향리,4183041000,4183041030
주읍리,4183041000,4183041031
계전리,4183041000,4183041032
상자포리,4183041000,4183041033
강원특별자치도,5100000000,5100000000
춘천시,5111000000,5111000000
신북읍,5111025000,5111025000
율문리,5111025000,5111025021
천전리,5111025000,5111025022
유포리,5111025000,5111025023
산천리,5111025000,5111025024
발산리,5111025000,5111025025
지내리,5111025000,5111025026
용산리,5111025000,5111025027
동면,5111031000,5111031000
지내리,5111031000,5111031021
만천리,5111031000,5111031022
장학리,5111031000,5111031023
감정리,5111031000,5111031024
월곡리,5111031000,5111031025
품안리,5111031000,5111031026
품걸리,5111031000,5111031027
신이리,5111031000,5111031028
평촌리,5111031000,5111031029
상걸리,5111031000,5111031030
동산면,5111032000,5111032000
조양리,5111032000,5111032021
봉명리,5111032000,5111032022
원창리,5111032000,5111032023
군자리,5111032000,5111032024
신동면,5111033000,5111033000
의암리,5111033000,5111033021
팔미리,5111033000,5111033022
혈동리,5111033000,5111033023
증리,5111033000,5111033024
정족리,5111033000,5111033025
남면,5111034000,5111034000
관천리,5111034000,5111034021
박암리,5111034000,5111034022
가정리,5111034000,5111034023
발산리,5111034000,5111034024
후동리,5111034000,5111034025
추곡리,5111034000,5111034026
한덕리,5111034000,5111034027
서면,5111035000,5111035000
현암리,5111035000,5111035021
금산리,5111035000,5111035022
신매리,5111035000,5111035023
서상리,5111035000,5111035024
오월리,5111035000,5111035025
월송리,5111035000,5111035026
방동리,5111035000,5111035027
덕두원리,5111035000,5111035028
당림리,5111035000,5111035029
안보리,5111035000,5111035030
사북면,5111036000,5111036000
신포리,5111036000,5111036021
지촌리,5111036000,5111036022
오탄리,5111036000,5111036023
가일리,5111036000,5111036024
원평리,5111036000,5111036025
지암리,5111036000,5111036026
고탄리,5111036000,5111036027
고성리,5111036000,5111036028
송암리,5111036000,5111036029
인람리,5111036000,5111036030
북산면,5111038000,5111038000
내평리,5111038000,5111038021
청평리,5111038000,5111038022
부귀리,5111038000,5111038023
추곡리,5111038000,5111038024
오항리,5111038000,5111038025
물로리,5111038000,5111038026
조교리,5111038000,5111038027
대동리,5111038000,5111038028
대곡리,5111038000,5111038029
추전리,5111038000,5111038030
동내면,5111039000,5111039000
거두리,5111039000,5111039021
신촌리,5111039000,5111039022
고은리,5111039000,5111039023
사암리,5111039000,5111039024
학곡리,5111039000,5111039025
남산면,5111040000,5111040000
광판리,5111040000,5111040022
행촌리,5111040000,5111040023
수동리,5111040000,5111040024
창촌리,5111040000,5111040025
방곡리,5111040000,5111040026
강촌리,5111040000,5111040027
서천리,5111040000,5111040028
백양리,5111040000,5111040029
방하리,5111040000,5111040030
산수리,5111040000,5111040031
교동,5111052000,5111012200
조양동,5111053000,5111010800
운교동,5111053000,5111011000
중앙로2가,5111054500,5111010500
중앙로3가,5111054500,5111010600
죽림동,5111054500,5111010900
약사동,5111054500,5111011100
소양로1가,5111057000,5111011300
근화동,5111057000,5111011700
중도동,5111057000,5111012900
봉의동,5111058000,5111010100
요선동,5111058000,5111010200
낙원동,5111058000,5111010300
중앙로1가,5111058000,5111010400
옥천동,5111058000,5111010700
소양로2가,5111058000,5111011400
소양로3가,5111058000,5111011500
소양로4가,5111058000,5111011600
후평동,5111060000,5111012000
후평동,5111061000,5111012000
후평동,5111061100,5111012000
효자동,5111062000,5111011200
효자동,5111063000,5111011200
효자동,5111064000,5111011200
효자동,5111065000,5111011200
석사동,5111065000,5111012400
퇴계동,5111066000,5111012300
온의동,5111067500,5111012100
삼천동,5111067500,5111012500
칠전동,5111067500,5111012600
송암동,5111067500,5111012700
우두동,5111070500,5111011800
사농동,5111070500,5111011900
신동,5111070500,5111012800
원주시,5113000000,5113000000
문막읍,5113025000,5113025000
문막리,5113025000,5113025021
동화리,5113025000,5113025022
비두리,5113025000,5113025023
취병리,5113025000,5113025024
궁촌리,5113025000,5113025025
건등리,5113025000,5113025026
후용리,5113025000,5113025027
포진리,5113025000,5113025028
반계리,5113025000,5113025029
대둔리,5113025000,5113025030
소초면,5113031000,5113031000
평장리,5113031000,5113031021
의관리,5113031000,5113031022
장양리,5113031000,5113031023
흥양리,5113031000,5113031024
수암리,5113031000,5113031025
교항리,5113031000,5113031026
둔둔리,5113031000,5113031027
학곡리,5113031000,5113031028
호저면,5113032000,5113032000
주산리,5113032000,5113032021
고산리,5113032000,5113032022
대덕리,5113032000,5113032023
광격리,5113032000,5113032024
만종리,5113032000,5113032025
옥산리,5113032000,5113032026
무장리,5113032000,5113032027
용곡리,5113032000,5113032028
산현리,5113032000,5113032029
매호리,5113032000,5113032030
지정면,5113033000,5113033000
간현리,5113033000,5113033021
안창리,5113033000,5113033022
가곡리,5113033000,5113033023
판대리,5113033000,5113033024
신평리,5113033000,5113033025
월송리,5113033000,5113033026
보통리,5113033000,5113033027
부론면,5113035000,5113035000
법천리,5113035000,5113035021
손곡리,5113035000,5113035022
정산리,5113035000,5113035023
흥호리,5113035000,5113035024
노림리,5113035000,5113035025
단강리,5113035000,5113035026
귀래면,5113036000,5113036000
운남리,5113036000,5113036021
귀래리,5113036000,5113036022
운계리,5113036000,5113036023
주포리,5113036000,5113036024
용암리,5113036000,5113036025
흥업면,5113037000,5113037000
흥업리,5113037000,5113037021
매지리,5113037000,5113037022
사제리,5113037000,5113037023
대안리,5113037000,5113037024
판부면,5113038000,5113038000
금대리,5113038000,5113038021
서곡리,5113038000,5113038022
신촌리,5113038000,5113038023
신림면,5113039000,5113039000
신림리,5113039000,5113039021
금창리,5113039000,5113039022
구학리,5113039000,5113039023
용암리,5113039000,5113039024
성남리,5113039000,5113039025
황둔리,5113039000,5113039026
송계리,5113039000,5113039027
중앙동,5113051500,5113010100
평원동,5113051500,5113010200
학성동,5113051500,5113010900
원동,5113052000,5113010300
인동,5113052000,5113010400
개운동,5113053000,5113010500
단구동,5113053000,5113010700
명륜동,5113054100,5113010600
명륜동,5113054200,5113010600
단구동,5113055000,5113010700
일산동,5113056000,5113010800
학성동,5113057500,5113010900
단계동,5113059000,5113011000
우산동,5113060000,5113011100
가현동,5113060000,5113011800
태장동,5113061000,5113011200
봉산동,5113061000,5113011300
태장동,5113062000,5113011200
가현동,5113062000,5113011800
봉산동,5113063500,5113011300
행구동,5113065000,5113011400
단계동,5113066000,5113011000
무실동,5113066000,5113011500
관설동,5113067500,5113011600
반곡동,5113067500,5113011700
강릉시,5115000000,5115000000
주문진읍,5115025000,5115025000
주문리,5115025000,5115025021
교항리,5115025000,5115025022
장덕리,5115025000,5115025023
삼교리,5115025000,5115025024
향호리,5115025000,5115025025
성산면,5115031000,5115031000
구산리,5115031000,5115031021
관음리,5115031000,5115031022
금산리,5115031000,5115031023
위촌리,5115031000,5115031024
송암리,5115031000,5115031025
보광리,5115031000,5115031026
어흘리,5115031000,5115031027
오봉리,5115031000,5115031028
산북리,5115031000,5115031029
왕산면,5115032000,5115032000
도마리,5115032000,5115032021
목계리,5115032000,5115032022
왕산리,5115032000,5115032023
고단리,5115032000,5115032024
송현리,5115032000,5115032025
대기리,5115032000,5115032026
구정면,5115033000,5115033000
여찬리,5115033000,5115033021
학산리,5115033000,5115033022
구정리,5115033000,5115033023
금광리,5115033000,5115033024
어단리,5115033000,5115033025
덕현리,5115033000,5115033026
제비리,5115033000,5115033027
강동면,5115034000,5115034000
상시동리,5115034000,5115034021
모전리,5115034000,5115034022
안인리,5115034000,5115034023
안인진리,5115034000,5115034024
임곡리,5115034000,5115034025
하시동리,5115034000,5115034026
정동진리,5115034000,5115034028
심곡리,5115034000,5115034029
산성우리,5115034000,5115034030
언별리,5115034000,5115034031
옥계면,5115035000,5115035000
현내리,5115035000,5115035021
천남리,5115035000,5115035022
주수리,5115035000,5115035023
도직리,5115035000,5115035024
조산리,5115035000,5115035025
남양리,5115035000,5115035026
북동리,5115035000,5115035027
낙풍리,5115035000,5115035028
금진리,5115035000,5115035029
산계리,5115035000,5115035030
사천면,5115036000,5115036000
미노리,5115036000,5115036021
노동리,5115036000,5115036022
석교리,5115036000,5115036023
판교리,5115036000,5115036024
사천진리,5115036000,5115036025
덕실리,5115036000,5115036026
방동리,5115036000,5115036027
산대월리,5115036000,5115036028
사기막리,5115036000,5115036029
연곡면,5115037000,5115037000
방내리,5115037000,5115037021
영진리,5115037000,5115037022
동덕리,5115037000,5115037023
송림리,5115037000,5115037024
행정리,5115037000,5115037025
신왕리,5115037000,5115037026
유등리,5115037000,5115037027
삼산리,5115037000,5115037028
퇴곡리,5115037000,5115037029
홍제동,5115051000,5115010100
남문동,5115052000,5115010200
명주동,5115052000,5115010300
성내동,5115052000,5115010400
임당동,5115052000,5115010500
금학동,5115052000,5115010600
용강동,5115052000,5115010700
성남동,5115052000,5115010800
옥천동,5115054000,5115010900
교동,5115055000,5115011000
교동,5115056000,5115011000
포남동,5115057100,5115011100
포남동,5115057200,5115011100
초당동,5115058000,5115011200
강문동,5115058000,5115011300
송정동,5115059000,5115011400
견소동,5115059000,5115011500
내곡동,5115060000,5115011600
회산동,5115060000,5115011700
장현동,5115061500,5115011800
박월동,5115061500,5115011900
담산동,5115061500,5115012000
노암동,5115061500,5115012100
유산동,5115061500,5115012200
월호평동,5115061500,5115012300
신석동,5115061500,5115012400
운산동,5115061500,5115013900
입암동,5115064500,5115012500
청량동,5115064500,5115012600
두산동,5115064500,5115012700
학동,5115064500,5115012800
병산동,5115064500,5115012900
남항진동,5115064500,5115013000
강문동,5115066500,5115011300
유천동,5115066500,5115013100
지변동,5115066500,5115013200
죽헌동,5115066500,5115013300
대전동,5115066500,5115013400
운정동,5115066500,5115013500
난곡동,5115066500,5115013600
저동,5115066500,5115013700
안현동,5115066500,5115013800
동해시,5117000000,5117000000
천곡동,5117051000,5117010100
평릉동,5117051000,5117010200
송정동,5117052000,5117010300
용정동,5117052000,5117010400
용정동,5117053000,5117010400
지흥동,5117053000,5117010500
효가동,5117053000,5117010600
동회동,5117053000,5117010700
나안동,5117053000,5117010800
쇄운동,5117053000,5117010900
부곡동,5117054000,5117011000
발한동,5117055000,5117011100
발한동,5117057000,5117011100
묵호진동,5117059000,5117012300
어달동,5117059000,5117012700
대진동,5117059000,5117012800
북평동,5117060000,5117011200
구미동,5117060000,5117011300
추암동,5117060000,5117011400
구호동,5117060000,5117011500
단봉동,5117060000,5117011600
지가동,5117060000,5117011700
이도동,5117060000,5117011800
귀운동,5117060000,5117011900
대구동,5117060000,5117012000
호현동,5117060000,5117012100
내동,5117060000,5117012200
발한동,5117063000,5117011100
망상동,5117063000,5117012900
심곡동,5117063000,5117013000
초구동,5117063000,5117013100
괴란동,5117063000,5117013200
만우동,5117063000,5117013300
삼화동,5117065000,5117012400
이기동,5117065000,5117012500
이로동,5117065000,5117012600
신흥동,5117065000,5117013400
비천동,5117065000,5117013500
